72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
765/4609(43 steps):RULLUURDDLUURDDLURRDRDRUUULDRDLLDRUUURDLDRD
766/4815(41 steps):RDLLULDDLUURDDRURDRULURDLDLULURRDLLURDDRR
767/4352(43 steps):DRUULLDRURDLLURRDDRRULULDDRDLLURURRDDLLURRD
768/20(44 steps):DRDDLUULDDLUURRUURDLLLDDRRULLDRDRURDLUUURDDD
769/81(42 steps):UUURDRDDLLURUURDLUURDDDLDLUUURURDDLLURRDDD
770/4308(41 steps):LDRRRUURDDLDRULUULDLDDRRULLURRDRUULLDRRDD
771/108(44 steps):ULLDLDRULDDRRRUULULDDLDRURDRUULDRDLURUULDDRD
772/183(42 steps):UUULLDDDRRUULULDRURDDDDLULUURURDDDDDLUURDD
773/197(42 steps):LDRRDRRRULLLDLLURDRRULURRRDLLULLDDRRUURRDD
774/252(44 steps):URURRDLLLDDDDRULURRRDLLURDLLDRRRUULDLDLURDRR
775/4651(43 steps):LLLURDRUULDDDRULULURRRDLDRULLDLDRURDLLURRDR
776/488(42 steps):ULDDLUUUURRRRDRDDDLLULLDRUULDDRRRULLURDDRR
777/4944(43 steps):DLLLURURULDRDLLURULDRDDRRUULDDLLURRDLLURRRD
778/454(42 steps):URRDDRUUULDRDLULDLDRURURULDLLDDRUULDDRRURD
779/593(42 steps):DRRURULLLDDRRRUULLLURURRDLDLULDRRULURDDDDR
780/2058(39 steps):LDRDDRRRRUUULLLDDDRURDRULDLLLUUURRRRDDD
781/96(46 steps):RDRDRRULLDRUULLLLDRRURDLLURRDLDRRRULLDRURDLURD
782/732(44 steps):LURDRDRRUULLLLDRURDLDRRRUULLDLLURRDLDRULDRRR
783/807(44 steps):DRUUURDLLLURULDLDRRUURRDRULDLURRDDLDDRUULDRD
784/592(42 steps):RULUURRDLDDRRDLLULUURURRDLULDRRULDLDLDRRRD
785/840(44 steps):ULLDDDDRRRULUURULLDLURDRRDDDLULLDRRRULLLDRRR
786/3567(41 steps):RDLULDRURDLURRDDDLLLUURRDRULDRDLUULLDDRRR
787/819(44 steps):LDLULDRRRULLDLDLUURRDDLULDRURRDRULDLURULDDRR
788/4775(41 steps):LLLDLDDRRRURDLLLLUURURRRDRULDDDLULDDRURDR
789/709(42 steps):RDLULUUURDRDDLDLUUUURDRDRULLLDDDDRULURRDDR
790/817(42 steps):DLURDRUUUULULLLDRDRDDLUUUURRRDDDLLDLURRDRD
791/532(44 steps):DDLDLUUURULDDRRULLDDRURULDRDDDLLURULDDRUURDD
792/882(42 steps):RDLLLURRDRULLDLDRRUULDLDRDRUULDLURULDDRRRD
793/857(42 steps):LULDRDRDLULDRULURDRUUULDDRDLULUURDRDLLDRRD
794/3148(43 steps):DRUUUULLLDRURRDDLDDLDLUURRDLUURRDDDLLULDRRR
795/1055(46 steps):DDLUUUUURDRDDDLURURULULLDRRULLDDDRRRDDLURDLURD
796/995(44 steps):LLURRDDRULLUURDLLURDLDRULURRRDDLURULDRDDLURD
797/558(44 steps):DLUURRRDRULLDLDRRRULLLDLURULDRRURDDLURULDRDR
798/1447(44 steps):ULDRDRURDLUULDDRUULLDDRDLUURRURRRDDDLLULDRRR
799/1397(44 steps):LLDRRRURDLLULULDDRULURDDRURRDLLDRULLDRUURDRD
800/1272(42 steps):ULLURRDLLDRRULLLDRULLDRRRUULDLDRULLDRURDRR
801/1454(44 steps):LURDRULLDRURRDRULURDRULLDRUUULDDDDRURDLLURRD
802/1654(40 steps):RRRDLULDDRDLLLLUUURRRDRRULLLDRULLDRRRRDD
803/1359(44 steps):LLDRDRDLLUURDDDRUUUULLDLDDRRULULDDRRDLLURDRR
804/1739(44 steps):UULLLDDRULDDRUUULDDDRURRRULLDRULDDRULLDRRURD
805/1486(44 steps):URDDDDLLUUURURULDLURRDDDLURDDDLLUURURDLLDDRR
806/1733(46 steps):LURULDDLUURRULUULDRRULLDDDRULURDRDDLLDRURDLURD
807/2542(43 steps):LURDRDRUULURDLLDDRULDLUURDDRURUULDRDLUURDDD
808/1902(44 steps):RUULURDRULULDRDLURULDRDRDLDRULULDDRRULULDDRR
809/1252(42 steps):ULLLDLDRRURRRDLLLUURDLLLDRUURRDDLLLURRRRRD
810/520(44 steps):LDRRUULLDLLURRDLUURDDRDLLULUURDRURDDRULURDDD
811/2160(44 steps):RDRULULDRDDLLUUURDRDRDLLULURURDRDLDLUURURDDD
812/1940(46 steps):RUULDRRULLLDRRRDLLUULLDRRULLDRRRDLLURDRURDLURD
813/2365(42 steps):RDLULLDLLURRRULLDLURRDDLUURRRDLLURRDLURDRD
814/2442(42 steps):RULURRURDLLDDLURULDRDRRRUULLDDRRUULLURDRDD
815/389(44 steps):DRULLULLDDRRRUULLLDDRRUURDDLLLUURRRDDRUULDRD
816/2313(44 steps):DDRULDDDRRULUULLDDRDRRUUUULDLURDDRDLLLDRURDR
817/2407(44 steps):URDRDRRRUULLDLDRURULLLDLURRDRRRULDDRULURDLDR
818/3016(43 steps):RRRUULDDRULULDLLDRURDLLURDRRUURDLULDLDRURRD
819/2835(40 steps):LLDLDDDRRURUULULDLDDDRRURULURULLLDDDDRRR
820/2064(42 steps):UURRDDLLUUURRDLULDDDRRUUULLDDDRRUUULLDRRDD
821/2275(44 steps):RULLDRDRUULDLURRDLDDRDLULDRRULLDRRUULURDLDRD
822/2197(44 steps):URRDLLDDRURRUURDLLLURRRDDDLLULLURRRDRULURDDD
823/2628(44 steps):LLDRULLDRRRULLLDDRUUULDDRUURRDLLURDRDDLLURDR
824/1950(42 steps):LDDRULLURRDDLULUURRDLURULDDLDDRURUUULDDDRD
825/3280(44 steps):DLURRULULDRURRDLLLURRRDLDDDRULLURRDLDLUURDRD
826/3048(44 steps):DRULULLDLDRULURDLDRUURDRURDLDRUULLDRRULLDRDR
827/3363(44 steps):LDRULLDLLDDRUULDRRRDLLLURURDRRULDRDDLULLDRRR
828/3419(42 steps):LDLLLURURRDLLDDLUURDLURULDRURRDRULDLURRDDD
829/3570(42 steps):RRDRULDDLLUURRDDRULDLLUURRDDRULDLLUURRRDDR
830/3594(44 steps):LLDRUURDDLDLDDRUUUUURDDLLDDRULDDRUULDDRRULDR
831/3538(42 steps):RDLUURUULDDLDDRULUUURDRDDDLUULURDRUULDDRDD
832/3446(44 steps):DLLLLURDRRURDDDLLDRRUULDDLLLURRRRDLUURDDLURD
833/3660(44 steps):LLLLURDDLURRURRRDLULDDLUURDDLLURDRRRULDLURRD
834/2205(44 steps):UURDDDLUURULDDRRRULDRRDLDLLULURDLDRRRRUULDRD
835/3207(44 steps):DLLURRULDRDRULDLLUURULDDRRULLURDDRRDLLUURDRD
836/3640(44 steps):DRDRUULLLDLDLUURDDLURULDRRRRRDLLURURDDLLURRD
837/3638(42 steps):RDRDLULURRULLLLDRRULDLURRDRRDLDRULUUURDDDD
838/3893(44 steps):UURDLDDRURUULDRRULDDRULLLDDRURRDLLULDRRUURDD
839/3191(44 steps):RULLDDRURDDLLUURRULLDDDDRRULUURDDLDLURULDDRR
840/3882(44 steps):LUULDLURDDLDRURRURULLLDRDRULURDRDLDRUUULDDRD
841/2809(42 steps):DDLLUURURDLURULDRDLDRDLLULURURRULLDDRDLDRR
842/3867(44 steps):RDLLURDLLUULURURRDLLURDRULLDDDRRDLURRDLLURRD
843/2301(44 steps):URDLLLUURURRDRDLURDDLULDRUUULLDLDDRRRUURDLDR
844/4090(42 steps):UUURDLUURDLDDRUULURDLDRDLURDDLDRULDRRULDRR
845/3712(44 steps):DRULULDLLLDRULURDDLUURRRRDLDRULURDRDLLUURDRD
846/3362(44 steps):RDLDRDLDRUUUULDRDLLDLDRRUULDDDRULDLURURURDDD
847/4312(44 steps):LURDLDDDDRRRULULUULDDRUUULDRDRRDLDDRUUULDDRD
848/897(43 steps):RRRULLDLLLUURRRDLDRULULLDDRRRURURDDLURULDDR
849/3991(44 steps):RRRDLURRDLLURDLLURDLLURRDLLURRRRRDLLURRDLURD
850/3925(40 steps):LDRRULDRDDLLUUURRDLLLURURDDLLUURRDDLDDRR
851/4158(44 steps):URULULDDRUULDRRDLLLLDRDLUURURDRUURDDDLDRULDR
852/4595(44 steps):DRRDLDLLLURDRRRULURRULLLDRRDLURRDDLULURURDDD
853/3377(42 steps):LDLLURDRDRDRULLDRULLLUURRDLDDRUUULDLDRRDRR
854/4123(44 steps):DDRURDLURULLDLURRDLDLLUURDLDRURUURDRDLULDRRD
855/4809(44 steps):RDLDRULDLUURDDRUULDRDRRRUULDDRUULDRUULDRDLDR
856/4735(42 steps):DDRURURULLDDLUURDRURRDLLDLDLUURURRDRDDLURD
857/4725(44 steps):DDLUURRRRDRDLLULDLUURDLLDRRRULLDRRUURDDLURDR
858/4559(42 steps):LLDLDRRULLURRDDRDRULDLLULDRRULDLURUURRRDDD
859/4859(44 steps):RRRURDDLUULDRURDDLUULLDRRRRDLURULDLURDDLURDR
860/1713(44 steps):DLURURUULDRDLUURDDLLDLURDLDRRRULDLUURURDDLDR
861/4977(42 steps):RDLLURDRRULURRDRDDLLLURUULDLLDRRRULURDDDRR
862/3590(44 steps):RUULLDDRRDLLURRDLLUUURRDDLLDRRDRULDLURDRULDR
863/113(45 steps):LLDLUUURRDLLDRUURULDLDDRRUUULDRRDDDLLURRULDRD
864/4969(44 steps):LLLDRULLDRDRRUURDLULLLDRDRUULDRDRRULDLLURRDR
865/99(43 steps):UULLLLDDRUULDRURRDDRURDLULDLULURRDLDRURURDD
866/167(43 steps):ULUURRDRRDDLUURDLULLLURDLDRDRRRUULLULDRRDDR
867/494(43 steps):DDDLLLUUURRULLDRDRRULULDLDDDRRRUULLULDDDRRR
868/388(45 steps):LLURDRDDLLUUURRRDLURDDDLULDLURRURDDLUURULDRDD
869/604(47 steps):RDDRUUULDLURRRDDLLUURRDDDLULULURRRDDLLDRURDLURD
870/253(45 steps):LDRULDDRULUURULDDRURULDLURDRULDDDRDLURULLDRDR
871/362(45 steps):RULULLDLURULDDDRRUUULDRRURDLDDLLURRRULLDRURDD
872/738(43 steps):UURDLDDRRRUULULDLDRURRDRDLLLUULDRURRDRDLURD
873/849(43 steps):RULUUULURDRULDLURDDDLUURDRULLDDRURULLDDRDDR
874/928(45 steps):RRDLURURDLULDDRUURDLLDLURURDDDDDRULDRULLDRURD
875/442(45 steps):UUURDLDLDDRURRUUULDLDDRRDLLLUURURRDDLLDLURRDR
876/468(43 steps):LURRDRULLDLLURDLLDRRURRRDDDLURUUULDLDLDRDRR
877/826(45 steps):LDDDLLUURRRURDDDLDLUUULLDDRDDRURRRDLULLDRRURD
878/1019(43 steps):DLDDRDDLLUUUURDLDRURDLUUULDRRDLUURDDLLDDDRR
879/1102(45 steps):DLDRURUURDLULURRDRDLLULLDRRUURDDDRUULDRDLLDRR
880/692(45 steps):DDDLLUURDDRURUURDDLDRULLURULDLDLDRRRULDLURRDR
881/861(45 steps):LUUUURDRULURDDDLUURULDLDDDRUURDDLDRULLURRDLDR
882/499(45 steps):LUULLDRRULDLURDDRUURRDLDRULLULDDRRUULDLDRURRD
883/1101(45 steps):LLURULDDRDRRURDLLURULLULDDDRRULDRURRDLLUURDDR
884/4141(44 steps):RDLLURRDDLUURULLDRRULDRDRDLULDRRULLURDDLURRD
885/1065(45 steps):DDDDRRUURUUULLLDDRDDRURULURDDLLDRRDLLLURURDRD
886/864(45 steps):DDDLUUURDLLDDRURDLULUUURDLDRUULDRDDRULURDLDRD
887/4640(38 steps):ULDLULLDDRDDDLURURRUUULDDLLUURRRDRDDDD
888/1284(45 steps):DRURDDDLURULDLUURDDDDRUUUULDDDDLURRDLDLUURDRD
889/21(45 steps):LULDDRRULURULLLDRDLURRULDRRDLLLUURDDDRULURRDD
890/684(43 steps):LDDLDLUULURDDLDRURDLLURULDRDLURURRDDRUULDDR
891/1377(45 steps):DDDLLUURURDDRDDLLURRUULLLDDRRRULDDRUULDDLURRD
892/1585(43 steps):ULUURDLDRUULDRDLUURDDDLLDDRRRUULLLDDRULDRRR
893/1644(43 steps):RRDLLULDDRDRDLUURDRULUURDRULDDRDLLUURDLDRDR
894/1480(43 steps):UURRDDLLDRRUUULLDDRDRUUULLDDRDLURRUULLDDRDR
895/1627(45 steps):LDDDDLURUULDDRRDLLURRUUULLDDRDDDRUULURDLLDRRD
896/1849(47 steps):RRULDLDRRDLLUUUURDDDRUULDDDRULLDRDLURURDLDRULDR
897/1047(45 steps):UULUUURRDLDLURDLDDRRUULDLURRDLDRDLLURRDLLURRD
898/1396(45 steps):LDRDLDRULURDDLULLUUUURDLDDDDRRURUULDDLDLURDRR
899/979(43 steps):ULLDDRRUULLDDRDRDLULDRULURDRULDLUUURRDDDLDR
900/1600(45 steps):UURDDRUULURRDRDLLULDRRUURDRULDRDDLUUURDDLLDRR
901/707(45 steps):LLUURURDDLDDLULURURDRULULLDDDDRRRULULDDLURDRR
902/1748(45 steps):LURDRULLDRURDLDDDRDLULLURRDRULDLLURRRDLULDRRD
903/1769(43 steps):UULLDRURDLULLDLDRDRRUULLLDDRURULDLURURRDDRD
904/1271(43 steps):LLURDLLURRRULLLDLDRRULDRDLULURRRRDDLULURRDD
905/759(45 steps):DLULDRDRRULURULLDRRULLDLDRULURDRRULDRDDLLURDR
906/2304(43 steps):LDDRUULLLDDLUURDDLURDRRRULURRDLULLDLURDRRDR
907/1969(45 steps):DLUURDLLLDLLURURRDLLURDDRRRULULLLDRRRURDLLDRR
908/2236(41 steps):DRUUULLLLDDDLURULDRDRDLLUUURURRDRRDLLDRDR
909/2382(45 steps):LURRDLUUUULURRDDLLURRULDDRUULDDRULDDDRDLLURDR
910/2326(45 steps):LURURURULDLURDRULDDDDLLURRULDRDLDRRULDLURURDD
911/1420(45 steps):LLULDRURRDLLLURRRDLLURDRDDDLLULURRDDLURULDDRR
912/1837(43 steps):ULULDRRULLLDDDDRULURDRRDLLLUURRUURRDLDLDDRR
913/2575(45 steps):RDDDDRDLLURURULDLDLDLURDRRURUULDDLLDRRRULURDD
914/2558(43 steps):LDDRULLDRRRULUUURDLLDRULLDRDRDLURUULLDDRRRD
915/2626(43 steps):URDRRUUUULDLURRDLULLDRRULLDDDRDLUUURURDRDDD
916/2480(43 steps):RUURDRULDRDDDLLUUURRULDLDDDRRUUULLURDLDDDRR
917/2646(41 steps):RRULURDDLLULURDLLDRULURDDLULURRRRDLDRURDD
918/2704(45 steps):LDDLUURDDRUULLDRDRURRULLLLDDRRUURRRDLDRUULDRD
919/2833(45 steps):DRURUULDDLDRRULURUULDLUURDDRDLURDDDLUURULDDRD
920/3127(43 steps):DLUUUURDDLLURULDRRULDDDLUUUURRDDLULDRRDLDRD
921/3052(43 steps):URRRURDLLLURRRDDDLLLLUURDRURDRDLURUUULDDDRD
922/3002(45 steps):RDDLUUURULDRUULDDRUULDDDRULDLURDRDLDRULURDLDR
923/2777(45 steps):RDRDRULDLLUURDDLUURRDLDLUURRDDDRRULDLUURURDDD
924/3113(45 steps):ULDLDDRRUUULDDRDDLLUURDRUUULDLDDRURDDLUULDDRR
925/2889(43 steps):RDDRULDLUURDDLUURDDDDLURRDLLUUURRDDLDLDRURD
926/3036(43 steps):DDDRURDLLUUURRDDLLDRULUURRDDLLDRURUULLDDRDR
927/3284(45 steps):DLUUURRRDDLDLULURRULLDRDLURRDDRULLDRULLDRURDR
928/2546(45 steps):URDDLUULDDRUULDRURRDDRUURDLLURRDDLLLURRULDDRR
929/3289(41 steps):DRUULDRUURDLLURDLUURDLDDRURRULULDDLDDRRRD
930/2753(45 steps):DDRULLURRRDDLUULDDLDRULLDRURDLLURURDLDRUURDDR
931/1988(43 steps):RRULDLUUURDDLDDRRUUUULLDLDDRDLUURURDLDRURDD
932/3620(43 steps):UULULDDDRRUUUULDDDRUULDRUURDDDDLLULURURRDDD
933/2895(43 steps):LDLDRRULDRDRRUULLDLLUURRRDRDDLLULULDRRURRDD
934/3666(45 steps):LUURDDLUUURDDDLUURRULLDRURDLDDDRULDDRUULLDRDR
935/3557(45 steps):RULULDDDRRDLUUURULDLDDDRRUUUULDRDLLDRRULLDRRD
936/3702(45 steps):UULDLLLDRRULLURDDRDRRULULLDRRDLUURDRUULDRDLDR
937/3751(41 steps):RDLDRULLLUUURURDRULDDDRDDLLURUUULLDDDRRDR
938/3506(43 steps):DLLULURRURDDDLLUUULDDLDRRRRUULLDLLLDRRURDRR
939/3820(45 steps):LULDLLURRDRRULLULLDRURDDLUURDRDRRUULDDRULURDD
940/3766(45 steps):RUUULULURDDLURDRULLDRDDDLURRDLLURDRULURULDRDD
941/3997(45 steps):DRDDRURDRUUULULDRRDDLLLULUURRRDRDDDLLURRDLURD
942/3848(45 steps):URDRUULDDRULLURDDRRURDLULULDDRRRURDLULDRRULDR
943/3400(45 steps):ULUURDRULLDLDDRUURDRDLLLLURRURURDDDLUULDDRURD
944/4042(45 steps):UUURDRDLLUURDLDRURDDLDLLURRDLUURRDDLULDRUURDD
945/4328(45 steps):LURRUULDDDRUUULDDRDLLLLLURDRRURDRULURDLUURDDD
946/4132(45 steps):DDRURULURDDDLDLUUUURDLDRURDLDRUULDDDRULDLURDR
947/4506(45 steps):RDLDLLLUURDRRDLLLLURDLUURRDDRURRDLURULLDRURDD
948/4606(43 steps):DRUULDRULLDDLURRDRULDLLDRULUURDRDRULLDDRDRR
949/4176(43 steps):ULDRDRRUULLDRULLDDRDRRULDLLURUURDDLULDDRDRR
950/4738(43 steps):DLDLUUUURDRDDDDLLURDLUUUURRULLDRURDLLDDRRDD
951/4296(45 steps):LULLULDRURRDLLLURDDLURRRDDDDRULDLURRDLULLDRRR
952/4771(45 steps):LURDDLURDLLLUURDLUURDDRUULDLDRURDDLUURDDLURRD
953/3637(43 steps):RDLLUURDDRULDDLUURULDDRULURDDDLDRRDLUULDRRD
954/4478(44 steps):DRDLDRUUULLDRUULDRDLUURDLDRDRULURDDLLURRDLDR
955/4847(41 steps):URDLLLURRDLLURRRDRRDDLLLUULURDRULLDRDDRRR
956/4377(43 steps):LLUURRRDDLLLURULLLDDRURDRRRUULLLLDDRUURDDRR
957/4982(47 steps):UURULLDRDLDRRUULDLLUURDRDDLURURRDRDLULDRURDLURD
958/98(42 steps):LLUURRRULDRRDDLLLLUURURRDRDDLLLLUUURRDRDDR
959/4287(47 steps):DRURULDLURDLDLUULDDRUULDRURRDRDLULDLURDRURDLURD
960/4801(45 steps):RDDLLLUULDRRULDLURRDLURRDDLUURDDLUURDRDLLURRD
961/219(42 steps):DRULDDRURDLULDRRRURULDRDLLURDRULDRRULDDDRD
962/91(46 steps):DLLLLDRURDLDLUURDLDRURRDRULURDRULDLDRRUUULDDDR
963/286(46 steps):LUURDDDRRRULDLURUURDDDLLURDLLURRRDLLLURRUURDDD
964/377(46 steps):LDRRDLLURRULURULLDDRURULLDRRDDDDLUURDDLULDRURD
965/4979(45 steps):DLDRULLDDRUURDRRDLLLULURRURRDDLULURRDDDLLURDR
966/292(46 steps):DDRRRULDDRUULURDLLLULDDRUULDRRDRRUULDRDLULDRDR
967/230(44 steps):LLUURDDDLDRURDRULDRRUUULLDLLDDRUURDRDLLURRDR
968/4764(45 steps):URDLUUULURRDDDLULLURULDDRRUURULDDLDRRDLDRULDR
969/589(46 steps):LLUUURRDLULDRDLULDDRUURRDLLULDRULURDDRURULDDDR
970/579(44 steps):RDRULDLURRDLURULDLLDRDLURULDRRRUULDLDLDDDRRR
971/757(46 steps):DDLURUULDLUURULDRDRULURDLDLDRRUULDLDDRDLUURDRD
972/760(44 steps):DRDLLURRDLLURRRDLUURDLULLDLLDRRURDLULDRRURDR
973/602(46 steps):DRRULURRDLLLDDDRRUUULDRRUULLDLURDRDDRDLUURDLDR
974/812(46 steps):RURDDLLUURRDLLULURRRDLULDDLDRRRULDRDLLLURURRDD
975/291(46 steps):DLDRDDDRUULUURDDLLURUURDDLURDDDLULURDDDLURURDD
976/847(44 steps):ULLUUURDRDDLDRUUUULDLDDRRUUULDLURDRULLDDDRRD
977/1646(43 steps):ULDRRRDLLLURULULDDRDRRULULURDDLURURRDDDLURD
978/1066(44 steps):URDLUURDDDRRUUUULLDLDDRDRRUULLUURRDDLLLDRDRR
979/1004(48 steps):LDRUULDRURDLUURDDLUUURDDLUURDLLDDRDRULURDLDRULDR
980/891(44 steps):LURDRRDLLULDRUURDRDRULDLLURRDLLUURDLLDRRURRD
981/4868(45 steps):ULLUURDRURDLULDDDLURULLDRRRDRUULULDDDRULURRDD
982/1163(46 steps):RRRDLURULLURDLLURRRDLDRULLDRULLDRUURDRDLLURDRD
983/669(46 steps):ULDDRRULURDLLURRDDRDRDLLURRDLUULLLDDRRRURDLURD
984/423(46 steps):URURDLLLDLUUUURDRRDRDLDRURDLLLURURDRDDLUURDLDR
985/912(46 steps):DLULUURRULDLURRDLLDRULURDLDRDDLDRRULULDDRUURDD
986/1257(46 steps):RRRDRDLLLLUURRDLULDRDRULDLUURRDRURDDLLURURDLDR
987/1198(44 steps):ULLUURRDRRDLDLUUULLDDRRURULLLDDRRRURDLLURDDR
988/1459(46 steps):RRUUULLDDRRUULLDRRULURDDLUUURDDLLDDRULDDRUURDD
989/2729(45 steps):DDDRRUUULDLDDDRRUULDLDRULUUURRDDDDLDRUULLDRRD
990/1812(43 steps):RDLLLURRDRURULLDLDRRRUULDLUURDDDLULLDRURRDR
991/1501(46 steps):RUULLDRRULLLDRRURDDDLURDDDLURDLLLUURRDRULURDDD
992/1422(46 steps):RDDRUUULDRULLDDRUURDLLDRDLLURURDRULLDRDLLURDRR
993/1324(44 steps):LLDRUULDDRULURRDLULDRRURRRDDLLUULDRRULDDRURD
994/1258(46 steps):DRUUULLDDRRDLLLURULURRRDDDLULULDDRRRULLLDRURDR
995/1424(46 steps):RURRDDLUURDDLULDRUULLLDRDRUULLDRRURDRDLLURURDD
996/3774(43 steps):URUUULLDDRRDLLUUURRDDDLLURRUULLDDDDRRULLDRR
997/868(42 steps):DDDLDRUULLDLDRUULDRRUULDLURULDDRRULURDRDDD
998/1588(46 steps):ULLLLDRRULLUURURRRDLDDDLULUURULDLDRDRRRDLULDRR
999/1617(44 steps):DLDDRRULDLURRUULLDDLUURDDRRUULLDLDRRRULLDRDR
1000/1772(46 steps):UULUURDLURRDLULDDDDRULDDRUUULDRDRDLLUURDDLURRD
1001/1621(42 steps):DDLLLULUURULDRRDRRULLDRRULLDRUULLLDDDRDRRR
1002/1905(46 steps):LUURDDRRDLLDRULURDRDLLUULDRRURUULDLDRDDLLURDRR
1003/824(44 steps):LUURDRDDDRUULDRDLULUURDLURULDLDRRUULDLDRDRRD
1004/1903(46 steps):URDLDRRULLDRRULLURDRURRRDDLULURRDDLURULDLURDDR
1005/1256(46 steps):UUULDRUULDDRRDLDLDRRUUUULLURDDDDRDLLURRULURDDD
1006/1794(44 steps):DRULURULLDRRDLLDRRRURULLURRDDLLDLUURRRDDLURD
1007/1677(44 steps):LUURULDDDDRRRRUUUULDDLDLURRRDDLLULLDRRUURRDD
1008/1986(46 steps):URRDLDLUULDDRULURDLDRDRULDLDDRRRULURDLDRUULDRD
1009/1838(46 steps):LLDRRURULULDDRULDLURURDDLDRURDLLURDLULDRUURDRD
1010/2081(46 steps):DRUULDRRRDLURRDLLLURRULLDLURDRURRDRDLUURDLLDRR
1011/2066(46 steps):UUURDRUULULDRRULLDDDDRURULLDDRRDLLURRDLUUURDDD
1012/2134(46 steps):URURDLDLLLUURUURRDDRUULDDRUULDDDLDRRULLDRRULDR
1013/2125(42 steps):LDRDLLLLUUURDDDRURUULLLURRDLDLURDDDRRUURDD
1014/2041(44 steps):RURDRRULLURRDLLLURRDLLLURDLDRRULLLDRURURDRRD
1015/2018(44 steps):RURRDLLDRULURDDLLURDRULDRRRULURRDDLUULLDRDRR
1016/1451(46 steps):RULLLDLLDRUURRDLDLLURDRUULDLDRRURULDRRDRUULDRD
1017/1888(44 steps):UUULLDRDLUUURDRULULDRDRDDDLUULUURURDDDDLLDRR
1018/2233(46 steps):URDLDDDDRUULDRUUUULDDDRURUULLDRRDDLDRULLDRURDD
1019/1355(46 steps):ULDLULUUURRULLDDDDRRURUULLLURDRRDDDLDRULDLURRD
1020/2411(46 steps):RDDRDLURDRULULDRUURDLULDRURDLLLURRDLDDRRUULDRD
1021/2117(48 steps):URURDLULDDRULURRDLLURRDRRDLURULDRDLULURRDLDRULDR
1022/2410(46 steps):LDRUULDRURDRUURDDDLLLLUUURDDRRULDRRULURDLLDRRD
1023/2438(46 steps):URURDDDLLURRDLUUURDDLUULDRRRULLLDDRRRDLUURDLDR
1024/2568(46 steps):LLLURRRDDDLURULLLDDRRURULULDRRULLDLDDRRUURDLDR
1025/2149(42 steps):DLURRDRDLUUULURDDRDDLLULDRULUURULDRRDLDRRD
1026/2600(46 steps):DLURULDLDRRULLURRDLDDDRDLLURDRUULDRUULDDRDLURD
1027/2613(44 steps):RRUUULULDRURDDDDLLULDRUUULURRRDDDDLLUULDRDRR
1028/2714(46 steps):RRDLUULDDRRUURRRDLLULLDRDLURRRULDDRUULDLDRURDR
1029/2890(46 steps):RRRRDLDRULURULLLLLDRDLURURRDRRDLLDRRULLURDLDRR
1030/2621(46 steps):ULURRDDRRDLLURULDLUULDDRURDRULURDRDDLULURRDLDR
1031/2962(46 steps):RULDLULDRDRULURRDLDDLUUULDRRDDLLDRRURDLLUURDRD
1032/2700(44 steps):LDRURDDDRDLLUULDRRULDLURUURDDDLLURRDDRUULDDR
1033/2196(44 steps):ULUURDDDRRUUUULDLURRDLLLDDDRURDRUUUULLDRRDDD
1034/2987(46 steps):LDLDRRUULDLDLURULDDRURRURRDDLLLURURDRULDLDRURD
1035/3139(44 steps):UURDDRULDDLULURRDRDRUULULLDDLDRRRULUULDDDRRR
1036/3063(46 steps):DLLURDLULDDRURRULLLDDRURULDLURRRDRDDLUUURDDLDR
1037/3331(46 steps):DDRRURULLDLURDRDLLURRRRULDDLLURRRDLLURRDLUURDD
1038/3324(48 steps):RRULLDRULDDDRUULDDDRULURRUULDDRDDLDRULURDLDRULDR
1039/3040(46 steps):DRULDDRULUURDDRULLDRDRRUULLURDDRRDLLUURDLDRURD
1040/3119(46 steps):RRUULDLDRRULLLULLDRDRUULLDRURDDLURDRURDLLURDRR
1041/3276(44 steps):UUULDLLURRDDDRUULLDDDLLLURDRRRUURULURDLDDDDR
1042/3465(46 steps):LDRURDLLURRDDLDDLURDRRRUURDDLULURRULDDRDLLURDR
1043/3507(44 steps):LLURRRDDLUURDLLDLULLURRDLURRDLURRRDLLLURRRDD
1044/2750(46 steps):LLLDDDRRRRUULLDDLLUUURRRDLURDRULDRDDLLUURURDDD
1045/3555(46 steps):ULDLLULDRRRRDDLLLLUUURDRRDLLDRULURRRDLUURDLDRD
1046/2653(46 steps):LULLDRRUULDLURDDRRRURULLLLDRDLURULDRDRRUURDLDR
1047/3033(44 steps):ULDDRDLUURURRDDDLULLUURRDLURDRDLLULDRUURDDDR
1048/3641(46 steps):LDRULURDRULUURDLLDRDLURUULDDRDDLUURDRDLUUURDDD
1049/3690(46 steps):DLLLUUURRDDRURULLDDRULDLLDRURRRUULDDRULLDDRURD
1050/3708(46 steps):UULDLURDDLURUULDDRDDLURURDDLDLUUUURDRDDLDRULDR
1051/2398(44 steps):LURRULDRDDLUULLDRRURDDLUUURDDDLLULDRULURRRDD
1052/3846(44 steps):LULDRDLDDRRULDLURULDDDRRUUUULURDLDRDLDDLURDR
1053/3875(44 steps):DRURDRULDDLUULLDRRURRDLDRULLDDLULURDLDRURDRR
1054/3985(46 steps):LURUUULDRURDLLURRDLLDDRUULDRDDRDLLURURDLULDRDR
1055/3954(46 steps):DRDLLURRDDLULLDRRULLURRURDDDLLURUURDDDLULLDRRR
