72187 81749 72303 81778
5000
1/1554(4 steps):RRRD
768/2146(42 steps):RULDDDDLLURDRRULLDRUULUURDLLDDRRRDLLLURRDR
769/3276(42 steps):UUULDLLURRDDDRUULLDRRULURDLDLDDLLLURDRRRDR
770/2877(42 steps):URDDLURRDLUULDLDDLURULDDRRRULLDRURRUULDRDD
771/3419(42 steps):LDLLLURURRDLLDDLUURDLURULDRURRDRULDLURRDDD
772/3456(42 steps):LDRULLDDRRUULDLDLUULDDRUURDDRRUULLDLLDRRRR
773/3570(42 steps):RRDRULDDLLUURRDDRULDLLUURRDDRULDLLUURRRDDR
774/2468(42 steps):LUURDDLURRULLDDRULURDRURDLDRRUULDDRRUULDRD
775/3538(42 steps):RDLLUURRUULDDLUURDRDDDLUULURDRUULDDRDLLDRR
776/2809(42 steps):DDLLUURURDLDRDLLULURUURRDLLURDLDRRULDDLDRR
777/3216(42 steps):LDLDRULUUURDLDRRUULLDDRDRULULDDDRURDLULDRR
778/2934(42 steps):DLURULLDRRDLDLUUURDLUUURDDLUURRDLDDDDLURDR
779/3718(42 steps):RDLLUUURDDDLUUURRULURDDDDLUULURRULDDRDLDRD
780/3640(42 steps):RDDLURURDDLLURULLDLDLUURDDLURULDRRRRDLURRD
781/2084(42 steps):RRDLLURDRRUULULDDRRULDRDLUUULLDDLURRURDRDD
782/3191(42 steps):ULDDRRUULDDRDLLDRRULDLURUURDDLULURULDDDDRR
783/4029(42 steps):DDRRUUULDLDDRRUULURDLLDDRRUUULDRDDLLUURRDD
784/3347(41 steps):DLUULDRUULDDRRULULDRDRRDLLUURDRULDDRRULDR
785/3638(42 steps):RDRDLULURRULLLLDRRULDLURRDRRDLDRULUUURDDDD
786/4190(42 steps):ULURDDLUURULDRDDRRULLLURULDRRDLLURURDRDLDR
787/4191(42 steps):RDDLULULURRDDRULLLDRRULURDDDLURRDDLURULDRD
788/3375(42 steps):ULDRRURULLDDLURRRRRULDRDLULULDLURRRDRULDDR
789/4282(42 steps):DRRUULLDDLUURDDRRRULLULDDRURDLURULLLDRRDRR
790/3957(42 steps):ULLDRURDLULDRUULDRUULDDRUURDDLUURDLLDDRURD
791/3777(42 steps):UUUURDLDDDRRURDRULLDRURDLLURUURDDLUURDLDDR
792/4387(42 steps):LLDRRULLDDDDDRRRULURDLDLLUUURULURRDRDDLDDR
793/2252(42 steps):DDRUULLLDDLUURRDLULDRRRRRULLDRDLULDRRUURDD
794/4512(42 steps):ULLDRRULUUURULDRDLURULLDDRURULDDDDLDRRULDR
795/3377(42 steps):LDLLURDRDRDRULLDRULLLUURRDLDDRUUULDLDRRDRR
796/4158(42 steps):URULULDDRUULDRRDLLLLDRDLUURURDRUURDDDDLURD
797/4123(42 steps):DDRRULULDLULDRURDDLULURDRRDLUURDLUURDLDDRR
798/4508(42 steps):LDLURRULURDDDLLURURULDLDRRRDLUULDDRULURDRD
799/4040(42 steps):DLUULURDLDLUURRDLDRULLDRDRURDLDRUULULDRDDR
800/4125(42 steps):LDDLLULDRRUURRDLLULDRDLULLDRRULULDRRURRDRD
801/4735(42 steps):DDRURURULLDDLUURDRURRDDDLUULDLDLUURURRDDRD
802/4713(42 steps):URRULDRRDDLURDDLULULURURDLDLDDRDRRULULDRDR
803/4559(42 steps):LDDRDRULDLULDRUUULDLDRRULLURRDDDLUUURRRDDD
804/4839(42 steps):ULLLLULDDRUULDRDLURRRURDDRULLDRUULDDRRULDR
805/55(43 steps):LDRDRUULDRDRRUULLLLDRDRUULDDRRRUULLDDLURDRR
806/3067(42 steps):UURDDLDRUULLURRDLULLLDDDRULUURRDRDRDLUURDD
807/2322(42 steps):DDRULDRDLLURRUULULDRDLDRDRULULUURDDRDDLURD
808/3590(42 steps):RUULLDDRRDDRULLLURRDDLULUUURRDDLLDRRRDLURD
809/4041(42 steps):RDRDLURULLLLLDRDLUURDDLUURRDRRRULDDRUULDRD
810/4977(42 steps):RDLLURDRRULURRDRDDLLLURUULDLLDRRRULURDDDRR
811/185(43 steps):URDDDDLLLLDLUURDRUUURRURDLLLLURDDLDRDRDRURD
812/443(43 steps):RUULLLDDRRULDRRULULLDDLLUURRDRULDLLDRRRURDR
813/99(43 steps):UULLLLDDRUULDRURRDDRULDLULURRDLDRURRDLUURDD
814/409(43 steps):DRDDLDLUUUURDLDRURDLULDRDDLUURURDDLLDRUURDD
815/642(43 steps):RDLURRRRUULDDRDLULDRULLDRUUULLDDRDLURURDRRD
816/167(43 steps):ULUURRDRRDDLUURDLULLLURDLDRDRRRUULLULDRRDDR
817/4723(42 steps):URDLDLUURRDRULDRDDLLURULUULDDDRDRURDLLURRD
818/418(43 steps):RDLUURDRULDDDRURDLUUULDDLUURDRRDLLLURRRDLDR
819/442(43 steps):DLURUUURDLDLDDRURRUUULDLDDRRDLLLUURURRDDLDR
820/2301(42 steps):URDRUULDDLLLUURURRDDRDLULDRURULULLDLDDRRRR
821/21(43 steps):LULDDRRULURULLLDRRULDDLURRRDLLDRULLUURDRRDD
822/468(43 steps):RURDDDDLURUULLLURRRDLULDLLURDLLDRRURDLDRDRR
823/738(43 steps):DRRRUULLURDRDRDLLLLUURULDRDLDRULURRRDDRULDR
824/861(43 steps):LURURUULURDDLURULDLDRDDRULDDRULLUUURRDDDLDR
825/367(43 steps):UULURULDRRULLLDRRRDDDLURULURULDDLLUURDDRDDR
826/499(43 steps):LLUULDRURRRDLDRULLLDRRULLLURRDLDRRUULLDRRRD
827/692(43 steps):DLLDDRRURUURDDDLURDLLULURRULDDRDLLULURDRRDR
828/864(43 steps):DDDLUUURDLLDDRURDLULUUURDLDRDRULUULDRRDLDRD
829/1157(43 steps):UURDLDRUULLDRRULLUURRDDDDLUULUURRDDLDLURRDD
830/494(43 steps):DDDLLLUUURRULLDRDRRULULDLDDDRRRUULLULDDDRRR
831/1019(43 steps):DLDDRDDLLUUUUURDDLDRURDLUURDLULURRDDLLDDDRR
832/1065(43 steps):DDDDRRURULDRUUUULLLDDRDDRRUULURDDDDLLLURRRD
833/1332(43 steps):DRUURULDLDRRRDLURRUULLDLDDRURURDDLLULDRRURD
834/1322(43 steps):LURRULDRDRRULURDLDLLURURDLDRURDLULLLDRRRURD
835/1335(43 steps):LDDDRDLULDRURDLLURULDRUUUULDRRULLDDDRDDRRRR
836/3841(42 steps):URURRRDDLLULDRUURRDDLLLLURURDDRRUULLLDRDRR
837/1585(43 steps):LUUURDLDDLDDRRRUULUUULDRDLUURDDDLLDRDLURDRR
838/1480(43 steps):UURRDDLDRULLDRRUUULLDDRDRUUULLDDRRUULLDDRDR
839/979(43 steps):ULLDDRDDLURDRUUUULLDDRDDRUULDLDRULUUURRDDDD
840/1644(43 steps):RDRULDLULDDRDRRURDLLDLUURRULDDRUURULDLDRDDR
841/1271(43 steps):LULLLURDDRRURULLLLDRRDDLUURULDRRRDDLULURRDD
842/1849(43 steps):RDLDRUURULDLDRRDLDLUUUUURDDDRUULDDLDRRDLURD
843/1769(43 steps):UULLDRURDLULLDLDRDRRUULLLDDRURULDLURURRDDRD
844/1646(43 steps):RRDLLLURULULDDRRULDDRRULLUURDDLURURRDDDLURD
845/1887(43 steps):URDLLURRULDRDLLUURRDLUURDLULDRURUULDRDDLDDR
846/2009(43 steps):LURUULUURRRRDDLDDDRUUUULLURRDLLULLDDRDDDRRR
847/950(43 steps):ULDRDLULLLULDRURDDRRRULLDRUURDLLLLLURRDDRRR
848/2337(43 steps):URRDLDLURUUULLDDRDDRUURUULDRULLLDDRDRRULDRD
849/2304(43 steps):LDDRUULLLDDLUURDDLURDRRRULURRDLULLDLURDRRDR
850/1337(43 steps):LLUURRDRULLLDDRRUURDLURRDDRUULDRDLULURRDLDR
851/2264(43 steps):UURULDRURDRDLLLLURDLDRRUUURRDLULLDLURRDRDRD
852/2098(43 steps):LDRUUULDLLULDDDRRRRUULULDRDDLLUUULDRURDRRDD
853/2382(43 steps):LURDRULUURUULDDRULLDRUURDLLURDDLURDDDDLURDR
854/2569(43 steps):RRRUUULLURDRULLDRULDLLURRDRRULLDLLURDDDRDRR
855/2558(43 steps):LDDRULLDRRRULUULDRUURDLLLDRDRDLURUULLDDRRRD
856/2356(43 steps):RDLDRUUULDDLLDLUUURDDDLURULDDRRRURDLUURDLDR
857/4478(42 steps):RDDLDRUULLURULDDRULURDDDLUURDRULDRDLULDRDR
858/2359(43 steps):LURDRDLLURRRDLURULDLULLDLURDRULDLURRDRURRDD
859/1837(43 steps):ULULDRRULLLDDDDRULURDRRDLLLUURRUURRDLDLDDRR
860/1988(43 steps):RRULDLUUURDDLDDRRUUUULLDLDDRDLUURURDLDRURDD
861/1918(43 steps):DRULUURURDDDLDRULUUULDDRRULLDRRDLLURDDLURRD
862/2614(43 steps):ULDLULUUURDLDRUURRRDLDRUULDDRDDLULLDRRULDRR
863/2672(43 steps):LDRRULDDRRRULLUULLDDDRUURRDLDRULURRDLULDRRD
864/530(43 steps):URDRRUULDLDRRULURDLULDDLURRDLLURULDLURRRRDD
865/2626(43 steps):URDRRUUUULDLURRDLULLDDDRDLUUURRULLDRURDRDDD
866/2889(43 steps):RDLURDDRULDLUURDDDDLURRDLLUUUURDRDDLDLDRURD
867/2480(43 steps):RUURRDLURDDDDLLUUURRULDLDDDRRUUULLURDLDDDRR
868/3126(43 steps):LLLLULDRDRURRDLLUULLURRDLLURRDDLDRRRRULURDD
869/3052(43 steps):URURDRURDLLURRDDDLLLLUURDRURDRDLURUUULDDDRD
870/3002(43 steps):RDDLUUUUURDDLUURDDLURDDLURDDLDRULULURDRDLDR
871/4726(42 steps):UURRDDDDLLULLUURULDDRDRURRUULLDLULDDRRDDRR
872/2981(43 steps):DDDRRRURUUULULLLDRDDRDRRDLULULUUURRRDDDDLDR
873/3127(43 steps):ULLURULDRRULLURRDLDRDDDLUURUULLDRDDLUURDDRD
874/3113(43 steps):ULDRDLULDRRUULDDRDDLURUUULDLDDRRULLDRDLURRD
875/3075(43 steps):LLDRUUURULDLDDDRRULULDRDRUULULURDRULLDRDDRD
876/2777(43 steps):RDRDRULDDRRULDLULLUURDDLUURRDLDLUURRDRURDDD
877/3152(43 steps):LLULDRUULDDRRURDRUULDLLLDRUULDDRRRRULURDLDR
878/3036(43 steps):DDDRURDLLUUURRDDLLDRULUURRDDLLDRURUULLDDRDR
879/3087(43 steps):RRULDDLDRURDLURULLDRRDDLUUULURDLDRRULDRDLDR
880/3611(43 steps):URUULULDRDDDRUUULDLDRDLURDRUULDDRUUULDLDRDR
881/3673(43 steps):URDLUURRDDLULURRULURDLDDRUULDLUURDDRURRDDRD
882/2787(43 steps):LULDRRULLULDDRDRUULLDRRRDLUUURDDDLULURURDDD
883/3659(43 steps):LULURRDRULDDDDLLUURRDDLLUUUURDRDLLDDRRRULDR
884/3779(43 steps):LUURDDLLUURDRRULDDLLURRRRRULDDRULDLURULDDRR
885/3620(43 steps):UUUULDLDDDRRULURUULDRURDDDDLLUURDLLURRURDDD
886/3634(43 steps):RUULDLURDLLUURDDDLURDRRULLDRULULDDRRRUULDRD
887/3400(43 steps):UUURDLDLLDRRRUUULDLDRDRULURDLLDLLURURRDLDRR
888/3790(43 steps):RULUURRULDDRULLDRDDRUUUULDLDDDRDLURUULDDDRR
889/3821(43 steps):RUULLDDRURULDLURRDLDRRURDLUURDDLULDLURURRDD
890/2895(43 steps):LDLURRDLDRDRRUULLULDLDRRULURRDRDDLLULURRRDD
891/3850(43 steps):RURUULUULDRDLDDRDLUUUURDRRDDDRURDLULDRRULDR
892/3960(43 steps):DLURDLLDRULLDLURDRRRUULDLLDLURDRRRRULDLURRD
893/3506(43 steps):DLLULURRURDDDLLUUULDDLDRRRRUULLDLLLDRRURDRR
894/3848(43 steps):UURRDLDLUURDLURRDDRURRDLLULLLDRRRRULDRRULDR
895/4126(43 steps):DDLDRUURULDLDDRRRURULLLDDLURURRDDRRUUULDRDD
896/4115(43 steps):RULDRDLUURDRDLDRURDLULLURRDLLDRRURDLULLDRRR
897/2472(43 steps):RDLLURDRDDDLUULUURDDDLUURDDRDLLUURDRULDLDRR
898/3868(43 steps):RULUURDLLURRDDDLURULDDDRUULDRDDLLURULDDRURD
899/1812(43 steps):RRULLULLLDDRRDRRRUULDLLLDRULLUURRRRDDDLURDR
900/4287(43 steps):URDRULLDRRDLURULLDDLUULDDRUULDRURDDLURDRURD
901/4738(43 steps):DLDLUUUURDRDDDDLLURDLUUUURRULLDRURDLLDDRRDD
902/4352(43 steps):DRRRULLULLDRURDDRDLLURULLURRDRULDRRDDLLURRD
903/3258(43 steps):LDRULDLUUURULDRRULURDDLULURRDDLLDDRRDLULDRR
904/4744(43 steps):URURDLDRULLLULDLURRDDDRRULLDLUUURDLDRURRDDR
905/4176(43 steps):DRULLURDLDRDLURRRDLURUULDLURDDDRULLULDDRDRR
906/4609(43 steps):RULLUURDDLUURDDLURRDRDRUUULDRDLUURDLDLDRURD
907/230(44 steps):LDLDRURDRULDRRUUULLDLLUURDDLDDRUURDRDLLURRDR
908/3774(43 steps):URUUULLDDRRDLLUUURRDDDLLDRRULLURRUULLDDDDRR
909/377(44 steps):LDDRRDLUURULURULLDDRURULLDRRDDDLLURDLDRRULDR
910/4764(43 steps):URDLUUULURRDDDLULLURULDDRRUURULDDLDRRDDLURD
911/252(44 steps):URURRDLLLDDDDRULURRRDLLURDLLDRRRUULDLDLURDRR
912/108(44 steps):ULLDLDRRULLDDRRUUULDDLDRRRUULDDLUURDRUULDDRD
913/96(44 steps):RRRDLDRRULULLDRDRRULULLLLDRRURDLLURRDLDRRURD
914/291(44 steps):DRDLLURURDDDLDDRUULLURRDDLDLURUUULDRRULDRDDD
915/4979(43 steps):DDRULLDRULLDDRUURDRRDLLLULURRURRDDLULURRDDD
916/222(44 steps):LLURDLLUURURDDLDRULULDDRRRURDRUUUUULLDRRDDDD
917/589(44 steps):LULDRURUULDLDRURDLULDLDRULUURDDDRUUULDDLDRRR
918/840(44 steps):ULLDDDDRRRULUURULLDLURDRRDDDLULLDRRRULLLDRRR
919/760(44 steps):DDLULLDRURRRDLLLURRRRDLLLLURRDRUURDLULLDRRDR
920/579(44 steps):RDRULDLURRDLURULDLLDRDLURULDRRRUULDLDLDDDRRR
921/807(44 steps):DRUUURDLLLURULDLDRRUURRDRULDLURRDDLDDRUULDRD
922/819(44 steps):LDLULDRRRULLDLDLUURRDDLULDRURRDRULDLURULDDRR
923/812(44 steps):RDRULDLURULDLDRRURDDLLLURURULLURRDRULLDRRDDD
924/891(44 steps):RRDLLULURDLDRUURDRDRULDLLURRDLLUURDLLDRRURRD
925/912(44 steps):DLLDRRULULUURRULDLURRDLLDRULURDLDRDLDDRUURDD
926/847(44 steps):ULLUUURDRDDLDRUUUULDLDDRRUUULDLURDRULLDDDRRD
927/4868(43 steps):LLUURRURDDLLDRULDLUUURDLDRDRRUULULDLLDRRDRR
928/1198(44 steps):ULLUURRDRRDLLUULLDDRRURULLLDDRRRURDLDLUURDDR
929/602(44 steps):RDRURULLDDLDDRRURDLUUUULDLURRRDDLULDRURDDLDR
930/669(44 steps):URDDLLURULDRDRRDRDLLURRDLUULUULLDDDDRRRRULDR
931/995(44 steps):LLURRDDRULLUURDRDLULLURDLDRRURDDLULULURRDDRD
932/1257(44 steps):RRDRDLULURRDRDLURULDLULDRDLLURDRULDLUURRDDRR
933/4377(43 steps):LLUURRRDDLLLURULLLDRRDRRRUULLLLDLDRRUURDDRR
934/1233(44 steps):RDLURDRURDDDLLLUURRRDLURULLDRUULDDLUURDRDDRD
935/1356(44 steps):RRULUULLDLURRRRDDLDRULLDLLUURULDRURRRDDDLURD
936/1258(44 steps):LDRRUUULLDDRRDLULLUURRRDDLLDLURULDDRRULLDRRR
937/1447(44 steps):DRURDLUURRRDDDLLLLLURRDLURULLURDLDDRRRULDRRR
938/1397(44 steps):LLDRRRURDLLULULDDRULURDDRURRDLLDRULLDRUURDRD
939/423(44 steps):RURRDDLURUUULDDDLLULDLUUUURDRRRRDDLLDLURRDDR
940/1359(44 steps):LLDRDRDLLUURDDDRUUUULLDLDDRRULULDDRRDLLURDRR
941/3148(43 steps):DRDLLLUURDRRUUUULLLDRURRDDLDLURRDDLDLULDRRR
942/1617(44 steps):DLDDRRULDLURRUULLDDLUURDDRRUULLDLDRRRULLDRDR
943/1677(44 steps):LDRRRRUUUULDDLDLULURULDDRRRRDDLLULLDRRUURRDD
944/1855(44 steps):UURULDRURDLDDLUUURDDDLURRUULDLULLDDRDRRRULDR
945/1794(44 steps):DRULURDLLDRRRURULLULLDRRURRDDLLDLUURRRDDLURD
946/1256(44 steps):LDRRULURDLUUULDRUULDDRRULLURDDRDDLURDDLLURRD
947/2041(44 steps):RURDRRULLURRDLLLURRDLLLURDLDRRULLLDRURURDRRD
948/2081(44 steps):DRURRDLURRRDLLLLUULDRRRULLDLURDRURRRDDLULDRR
949/1888(44 steps):LUUULUURDDRULDDLDRDLUUUUURRDLDLURDRDDLDLURDR
950/1940(44 steps):RRULURDDLLLURRULLDRULLDRRRRDLURULLLLDRRDRURD
951/2148(44 steps):ULDLLUUURURDLULDDDRRDLURRDLUUULUURDRULDDDRDD
952/389(44 steps):LURDDRULLULLDDRRRRUULLLLDDRRUURDLDLLUURRDRRD
953/1902(44 steps):RUULURRDLUULDRRDDLDRULULURULDRDLDDRRULULDDRR
954/2018(44 steps):RURRDLLDRULURDDLLURRDLURDRRULURRDDLUULLDRDRR
955/2160(44 steps):RRDLURDDLLLUUURRDRDDLLULURURRDDLDLUUULDRRRDD
956/1968(44 steps):UUURDLURULDDDDDRURULUULDDDRDLURULUUURDRRDDDD
957/824(44 steps):UULDRRULLDRRDDDRUULDRDLULUURDLDRULLURURDDDRD
958/2410(44 steps):URRURDDDLLLULUURDRDLLDRRURULLDRRRULURDLLDRRD
959/2238(44 steps):URDDLURDLDRULUULURRDDDDLUUULURDLDRURDDLDLDRR
960/3016(43 steps):RULLDRURRDLUURDRDLLURRDLLLLURRDLURURDRULDDR
961/1715(44 steps):LULLUURRDDLURURRDRDDLLLUURULLDLDRRUULDRDDRRR
962/2407(44 steps):URDRDRRRUULLDLDRURULLLDLURRDRRRULDDRULURDLDR
963/2568(44 steps):LURDDDLURULLLURDLDDRRUUULDRURDLDRULULDLDDRRR
964/2117(44 steps):URURDLULDDRULURRDRRDLURULDRDLULLLURRRRDDLURD
965/2621(44 steps):RULDRRURDDLUULLLURRRDRDDLLUURDLLUULDDRURRRDD
966/2628(44 steps):LLURRDLDLLURRDLLUURDLURRDLDLDRURRUULDLLDRRRD
967/2613(44 steps):RRUUULULDRURDDDDLLULDRUULDRUULDRDLUUURRRDDDD
968/2714(44 steps):RRDLURURRRDLLDLURURDLULDLULDDRRRRULULLDRDRRR
969/2756(44 steps):URDLULLDDLDDRULUUURDLULDRRRRDLDDLLURRULDDRRR
970/2700(44 steps):LDRURDDLUURDDDRDLLUURULDLDRRDRUULLLDRUURDDDR
971/2960(44 steps):RDLUURDDLULUUURDLDRUUULDLURDRULDDDLDRDLURRRD
972/2196(44 steps):ULUUURDDLUURDRULDLDRDDRRUUUULDRULLLDDDDRURDR
973/2918(44 steps):DRULDRDLLUURDDLLLURRDRRRUULLDLULLDDRURURDDRR
974/2542(43 steps):LURDRDRUULURDLLDDRULDLUURDDRURUULDRDLUURDDD
975/2824(44 steps):RDLULUUULDRDDDLUUURDDLDRRURUULLDLUURDDLDDRRR
976/2398(44 steps):RUULDRDDLLUURRDDLLUULDRRDLLUURRURDDLURDLLDRR
977/897(43 steps):RRRULURDDLULDLLLUURRRDLDRULULLDDRRRURRULDDR
978/2309(44 steps):RULURULDRRDLLURDLDRURULLDRUULDRRDLDLDDRRULDR
979/3139(44 steps):UURDDRULDDLULURRDRDRUULULLDDLDRRRULUULDDDRRR
980/3033(44 steps):LDRURRDDLULDRULULURRRDLURDDLULLURDDRDLLURRDR
981/3063(44 steps):DLULDRULLDDRURRRDDLUUULLLDDRURULDLURRRRDDLDR
982/2653(44 steps):ULULLDDRRURDRURULLLDLULDRDLUURDLDRRRRUURDLDR
983/3119(44 steps):ULULLDRDRUULLDRURDDRRRUULDLDLLURRDRULDRRULDR
984/3331(44 steps):RRDRDLLLURRRDRULDLUURRDDLLUULLDRDRRUULLDRRRD
985/3280(44 steps):DLURRDRDLULURULULDRURRDLLLURRRDLDRDDLLUURRDD
986/2750(44 steps):RDLLULLDDDRRRRUULLDDLLUUURRDRRDDLLUURULDRRDD
987/3374(44 steps):LURUULURDRULDDDRDLDLURDRUULDRUUUULDLURDDDDDR
988/2792(44 steps):LURDRRUULLLURUURDDLUULDDDDRDLURUUULURDDDRRDD
989/3507(44 steps):LLURRRDDLUURDLLDLULLURRDLURRDLURRRDLLLURRRDD
990/3363(44 steps):LDRULLDDLDRURRULDDLLLUURRDLDLURULDRDDRUURRDD
991/1684(44 steps):RRULDLURURDDLLLURDLUUUURRULDLURRDLULDDDRDRDR
992/3594(44 steps):LLDDRDLUURUURDDLDDDLUURUUURDDLLDRDDRULLURDDR
993/3048(44 steps):LURDDRUULDLULDLDRULURDLDRUURRRDLDRUULDLURDDR
994/3708(44 steps):UULDLURDDDLUURUULDDRRDDLLURDDLUUUURDRDDDLURD
995/3660(44 steps):LLURDDLULLURDDLURRURRRDLULDDRRULDLLLURDRURRD
996/3446(44 steps):DLLLLURDRRURDDDLLDRRULDLLLURRRDRUULDDRULURDD
997/3207(44 steps):DLLURRDRULULDRDLLUURULDDRRULLURDDRRDLLUURDRD
998/3846(44 steps):LDLDDRRULDLURULDDDRRUUUULULDRURDLDRDLDDLURDR
999/3877(44 steps):ULLDRDLURRDRURDDLLURUULLLDDDRUULDDRURRDLURRD
1000/3875(44 steps):DRURDRULDDLUULLDRRURRDLDRULLDDLULURDLDRURDRR
1001/3893(44 steps):UURDRDRDLLUULDDRRUUULDDDRUURULDRDLULLDDRRURD
1002/3712(44 steps):DRULULDLLLDRULURDDLUURRRRDLDRULURDRDLLUURDRD
1003/3741(44 steps):DRRRULDLURRRDLLDLURDRRUULLDDLLURRULLDRURDRRD
1004/3867(44 steps):RDLLURDLLUULURURRDLLURDRULLDDDRRDLURRDLLURRD
1005/4060(44 steps):ULUURDLDDLLUULLDRRDLLUURURDDLUURDLULDDRRDRRR
1006/3961(44 steps):DLURDLDRULURRULDRRDDLLUURULDRRDDLLUURULDDDRR
1007/3882(44 steps):LUULDLURDDLDRURRUULLDRDRRULLDRDRUULDLUURRDDD
1008/2455(44 steps):ULURDLLLDRUURDDLLURRDRRRULDRUULLDRDLULURRDRD
1009/3956(44 steps):LUUULDDRUURDDDLLURDRRRUULULLDDDRULDLURRURRDD
1010/3946(44 steps):UULDDRUULDDRUULLDRULLLDRDLUURDLDRURDRULURDRD
1011/4172(44 steps):RDRRUULDDRULULUURRDDLLLDRDLULDRRUUUULDDDRDRR
1012/2780(44 steps):LLDDRRUURURDDDLLLLUURURULDRDLLURULDRURDDDDRR
1013/3362(44 steps):RDLDRUULDRDDLLLDRDRUULDDLURRRUULDLDRULURRDDD
1014/4225(44 steps):URULLDLURRDLDDLURRRULURDLLDDRUULDDRDLLDRRURD
1015/4045(44 steps):RRDDDLURULLDRUULDDDRDRUULULDDRDRULUUULDRDRDD
1016/3411(44 steps):RDRDLURULLULDLDDRRRURULLLDDLUURRULLDRRURDDRD
1017/520(44 steps):LLLURDDRRRUULLLURRDDLLLUURDRRDDLUURDRULURDDD
1018/4312(44 steps):LURDLDDDDRRUULUULDDRUUULDRDRRDLDRDLURUULDDRD
1019/3991(44 steps):RRRRRDLUULLDRDLLURDLLURRDLLURRURRDLDRRULLDRR
1020/4632(44 steps):DLDLDLDRRRRUURDLUURDDLUURULLLDDLUURDRURDDDDR
1021/3761(44 steps):LDRUURULDDRRUULLLDRURDDLLURRDRULDLLURURDRDDD
1022/4595(44 steps):DRDRURULDRDLULDRUULLDRDDLLLURDRRRURDLUUURDDD
1023/4343(44 steps):DLULLDDRURURDLLLURRDRRURDDLUULLDRDLURRURDLDR
1024/4725(44 steps):DDLUURRRRDRDLLULDLUURDLLDRRRULLDRRUURDDLURDR
1025/4809(44 steps):LDRRDLLUURRDLDLUURDRDRRRUULDDRUULDRUULDRDLDR
1026/4719(44 steps):RDRULUULDDDRUURRULDDRDLLUUURRDDLLULDDRUURRDD
1027/4859(44 steps):RRRURDDLUULDRURDDLURRDLURULDLULLDRRURDDLURDR
1028/4753(44 steps):DRULLDLLURDRRRUULLDLLUURRRRDLURDDLDLLLURDRRR
1029/4050(44 steps):LLLLULUURRDRRURDDLLDRUULLULLDDDRRRRRUULLDRDR
1030/2531(44 steps):LLURULDRRUUULLDDRRUULLDDDDRRUULDDLUUUURRDDDD
1031/4580(44 steps):LDDRRULLDRULLURDDLUURRRRDLLURDRULULDDRUURDDD
1032/47(45 steps):UURUULLLDDDDRURURDDLULLLLURRUURRDRDLURULDDDRD
1033/120(45 steps):LURRULLDRRURDLDRUULDDDRUUULLLLDRDDLUURURDRDRD
1034/4969(44 steps):LLLDRULLDRDRRUURDLULLLDRDRUULDRDRRULDLLURRDR
1035/132(45 steps):DLURDRRULLDLLLUURDRDLLURDRURRDLUULDRRRDLUURDD
1036/145(45 steps):DDLLLDLUUURRUURRDLLULDDDRRURUULLDLLDDRURRDDRD
1037/4759(44 steps):URDRULURDLLDDDRRRRUUUULLLLDRDLDDRUURUURRDDDD
1038/113(45 steps):LLDLUUURRDLLDRUURULDLDDRRUUULDRRDDDLLURRULDRD
1039/205(45 steps):DLURULLLURDLDRRRULURDLUURDDLULURDLDRRDDLLURRD
1040/320(45 steps):DRDRURUUULDRULLDDDRRDLLULUURDDRDRULLLUURRRDDD
1041/368(45 steps):UURDDLUUUURRDLLURDRULDDDLDDRUUURDDDLUUULDRRDD
1042/288(45 steps):DRULURDLDDDLULDRRRUURDDLURUULLULDDDRRULURRDDD
1043/4973(44 steps):RDLDRUULDDRULDDRUUUULLLDDLDDRUUUURRDDRULDDRD
1044/2205(44 steps):UURDDDLURRRULDRRDLDLLULUURULDDRDLDRRRRUULDRD
1045/573(45 steps):LLULLDRULURDDLURULUURDLDDDRUUUULDRRRDRUURDDDD
1046/152(45 steps):DDDLLURRUULLLDRDDRURUUULDLDDLDRULURULDRURRDDD
1047/1713(44 steps):DRULUURDDLDLULUUURRDDRDLLLDRUURURULLLDDRDRDR
1048/604(45 steps):RDDRUUULDRURDDLULLURRRDDDLULULURRRDDDLULDRURD
1049/583(45 steps):URDLURULDLDRURUULDLLDRDDLDRUURUULDLURURDDDRDD
1050/388(45 steps):LLURDRDDLLUUURRRDLURDDDLUURDDLULDLURRURULDRDD
1051/253(45 steps):DLURDLDRRULLUURULDDRURULDLURDRULDDDDRUULLDRDR
1052/432(45 steps):RUULULLDDRRRDLURULDLLLURDDLURULDDRULURURRDRDD
1053/466(45 steps):ULDDDRRULUULDDDLUULDRRRULLDRRRULLULDDLURDDRRR
1054/1006(45 steps):URDLUURULURRRDLLLURRDLDDDLUUUURDRRDDDLULLDRRR
1055/362(45 steps):RULLLLDRRRUUURDLDRULLDDLUUULDRRULDLURDRDRURDD
1056/1131(45 steps):ULDRRDRUULLLDRRDRRRULLULLDDLUURRDDRRRUULLDRRD
1057/1047(45 steps):UUULUURRDDLDRUULDLURDLDRRDLLDRRULLURRDLDLURDR
1058/1177(45 steps):DLLURRDDDRUUULDLLDRDRRULULULDDRDRRURUULDLDRRD
1059/1102(45 steps):DLDRURUURDLULURRDRDLLULLDRRUURDDDLDRRUUULDRDD
1060/4141(44 steps):DRRDLULDRRULLLURULDDRURULDRDDLULUURDRDLURDRD
1061/1183(45 steps):RULDLURDRULDLLDLURRURDDDDLLLDRURURULDDRRDLURD
1062/199(45 steps):DDRURULDRDDLUULDLUURDLLDDRRRURUULLDDLUURDDDRR
